"Image","Species"
"chgra_u0.jpg","Choerodon graphicus"
"chgra_u1.jpg","Choerodon graphicus"
"chgra_u2.jpg","Choerodon graphicus"
"chgra_u6.jpg","Choerodon graphicus"
"chgym_u0.jpg","Choerodon gymnogenys"
"chine_f0.jpg","Cheilio inermis"
"chine_m0.jpg","Cheilio inermis"
"chine_m1.jpg","Cheilio inermis"
"chine_m2.jpg","Cheilio inermis"
"chine_u0.jpg","Cheilio inermis"
"chine_u1.jpg","Cheilio inermis"
"chine_u2.jpg","Cheilio inermis"
"chine_u3.jpg","Cheilio inermis"
"chine_u4.jpg","Cheilio inermis"
"chine_u5.jpg","Cheilio inermis"
"chine_u6.jpg","Cheilio inermis"
"chine_u7.jpg","Cheilio inermis"
"chine_u8.jpg","Cheilio inermis"
"chine_u9.jpg","Cheilio inermis"
"chine_ua.jpg","Cheilio inermis"
"chjor_m0.jpg","Choerodon jordani"
"chjor_u0.jpg","Choerodon jordani"
"chlun_b0.jpg","Cheilinus lunulatus"
"chlun_b1.jpg","Cheilinus lunulatus"
"chlun_f0.jpg","Cheilinus lunulatus"
"chlun_j2.jpg","Cheilinus lunulatus"
"chlun_j3.jpg","Cheilinus lunulatus"
"chlun_m0.jpg","Cheilinus lunulatus"
"chlun_u1.jpg","Cheilinus lunulatus"
"chlun_u2.jpg","Cheilinus lunulatus"
"chlun_u3.jpg","Cheilinus lunulatus"
"chlun_u5.jpg","Cheilinus lunulatus"
"chlun_u9.jpg","Cheilinus lunulatus"
"chmar_u1.jpg","Choerodon margaritiferus"
"chmen_u0.jpg","Oxycheilinus mentalis"
"chmen_u1.jpg","Oxycheilinus mentalis"
"chmen_u2.jpg","Oxycheilinus mentalis"
"chmen_u3.jpg","Oxycheilinus mentalis"
"chmen_u4.jpg","Oxycheilinus mentalis"
"chmen_u5.jpg","Oxycheilinus mentalis"
"chmon_u0.jpg","Choerodon monostigma"
"choli_f0.jpg","Choerodon oligacanthus"
"choli_u0.jpg","Choerodon oligacanthus"
"choli_u1.jpg","Choerodon oligacanthus"
"choxy_j0.jpg","Cheilinus oxycephalus"
"choxy_j1.jpg","Cheilinus oxycephalus"
"choxy_j2.jpg","Cheilinus oxycephalus"
"choxy_u1.jpg","Cheilinus oxycephalus"
"choxy_u2.jpg","Cheilinus oxycephalus"
"choxy_u3.jpg","Cheilinus oxycephalus"
"choxy_u4.jpg","Cheilinus oxycephalus"
"choxy_u5.jpg","Cheilinus oxycephalus"
"choxy_u6.jpg","Cheilinus oxycephalus"
"chrob_u0.jpg","Choerodon robustus"
"chrob_u1.jpg","Choerodon robustus"
"chrob_u2.jpg","Choerodon robustus"
"chrob_u3.jpg","Choerodon robustus"
"chrob_u7.jpg","Choerodon robustus"
"chrub_u0.jpg","Choerodon rubescens"
"chsch_j0.jpg","Choerodon schoenleinii"
"chsch_u0.jpg","Choerodon schoenleinii"
"chsch_u1.jpg","Choerodon schoenleinii"
"chsch_u2.jpg","Choerodon schoenleinii"
"chsch_u4.jpg","Choerodon schoenleinii"
"chsch_u5.jpg","Choerodon schoenleinii"
"chsch_u7.jpg","Choerodon schoenleinii"
"chtri_f0.jpg","Cheilinus trilobatus"
"chtri_j0.jpg","Cheilinus trilobatus"
"chtri_j1.jpg","Cheilinus trilobatus"
"chtri_u8.jpg","Cheilinus trilobatus"
"chtri_ua.jpg","Cheilinus trilobatus"
"chtri_uf.jpg","Cheilinus trilobatus"
"chtri_uh.jpg","Cheilinus trilobatus"
"chund_u0.jpg","Cheilinus undulatus"
"chund_u1.jpg","Cheilinus undulatus"
"chund_u3.jpg","Cheilinus undulatus"
"chund_u4.jpg","Cheilinus undulatus"
"chund_u5.jpg","Cheilinus undulatus"
"chund_u6.jpg","Cheilinus undulatus"
"chund_u7.jpg","Cheilinus undulatus"
"chund_u8.jpg","Cheilinus undulatus"
"chund_ua.jpg","Cheilinus undulatus"
"chven_f0.jpg","Choerodon venustus"
"chven_j0.jpg","Choerodon venustus"
"chven_u0.jpg","Choerodon venustus"
"chvit_u0.jpg","Choerodon vitta"
"chvit_u5.jpg","Choerodon vitta"
"chzam_f0.jpg","Choerodon zamboangae"
"chzam_u0.jpg","Choerodon zamboangae"
"chzam_u1.jpg","Choerodon zamboangae"
"chzos_u0.jpg","Choerodon zosterophorus"
"chzos_u1.jpg","Choerodon zosterophorus"
"ciado_f0.jpg","Cirrhilabrus adornatus"
"ciado_m0.jpg","Cirrhilabrus adornatus"
"ciado_m1.jpg","Cirrhilabrus adornatus"
"ciado_m2.jpg","Cirrhilabrus adornatus"
"ciaur_m0.jpg","Cirrhilabrus aurantidorsalis"
"ciaur_m1.jpg","Cirrhilabrus aurantidorsalis"
"cibal_f0.jpg","Cirrhilabrus balteatus"
"cibal_m0.jpg","Cirrhilabrus balteatus"
"cibal_m1.jpg","Cirrhilabrus balteatus"
"cibal_m2.jpg","Cirrhilabrus balteatus"
"cibal_u0.jpg","Cirrhilabrus balteatus"
"cibat_f0.jpg","Cirrhilabrus bathyphilus"
"cibat_m0.jpg","Cirrhilabrus nahackyi"
"cibat_u0.jpg","Cirrhilabrus bathyphilus"
"cibea_m0.jpg","Cirrhilabrus beauperryi"
"cibea_m1.jpg","Cirrhilabrus beauperryi"
"cibla_f0.jpg","Cirrhilabrus blatteus"
"cibla_j0.jpg","Cirrhilabrus blatteus"
"cibla_m0.jpg","Cirrhilabrus blatteus"
"cibla_m1.jpg","Cirrhilabrus blatteus"
"cibla_u0.jpg","Cirrhilabrus blatteus"
"cibla_u1.jpg","Cirrhilabrus blatteus"
"cicen_f0.jpg","Cirrhilabrus cenderawasih"
"cicen_m0.jpg","Cirrhilabrus cenderawasih"
"cicen_m1.jpg","Cirrhilabrus cenderawasih"
"cicla_f0.jpg","Cirrhilabrus claire"
"cicla_m0.jpg","Cirrhilabrus claire"
"cicon_u0.jpg","Cirrhilabrus condei"
"cicon_u1.jpg","Cirrhilabrus condei"
"cicon_u2.jpg","Cirrhilabrus condei"
"cicya_f0.jpg","Cirrhilabrus cyanopleura"
"cicya_f1.jpg","Cirrhilabrus cyanopleura"
"cicya_m0.jpg","Cirrhilabrus cyanopleura"
"cicya_m1.jpg","Cirrhilabrus cyanopleura"
"cicya_m2.jpg","Cirrhilabrus cyanopleura"
"cicya_u0.jpg","Cirrhilabrus cyanopleura"
"cicya_u1.jpg","Cirrhilabrus cyanopleura"
"cicya_u2.jpg","Cirrhilabrus cyanopleura"
"cicya_u3.jpg","Cirrhilabrus cyanopleura"
"cicya_u4.jpg","Cirrhilabrus cyanopleura"
"cicya_u5.jpg","Cirrhilabrus cyanopleura"
"cicya_u6.jpg","Cirrhilabrus cyanopleura"
"ciear_m0.jpg","Cirrhilabrus earlei"
"ciear_m1.jpg","Cirrhilabrus earlei"
"ciexq_f0.jpg","Cirrhilabrus exquisitus"
"ciexq_m0.jpg","Cirrhilabrus exquisitus"
"ciexq_m1.jpg","Cirrhilabrus exquisitus"
"ciexq_m2.jpg","Cirrhilabrus exquisitus"
"ciexq_u0.jpg","Cirrhilabrus exquisitus"
"ciexq_u1.jpg","Cirrhilabrus exquisitus"
"ciexq_u2.jpg","Cirrhilabrus exquisitus"
"ciexq_u3.jpg","Cirrhilabrus exquisitus"
"ciexq_u4.jpg","Cirrhilabrus exquisitus"
"ciexq_u5.jpg","Cirrhilabrus exquisitus"
"ciexq_u6.jpg","Cirrhilabrus exquisitus"
"cifil_m1.jpg","Cirrhilabrus filamentosus"
"cifil_m2.jpg","Cirrhilabrus filamentosus"
"cifil_m3.jpg","Cirrhilabrus filamentosus"
"cifil_m4.jpg","Cirrhilabrus filamentosus"
"cifil_u0.jpg","Cirrhilabrus filamentosus"
"cifla_f0.jpg","Cirrhilabrus flavidorsalis"
"cifla_m0.jpg","Cirrhilabrus flavidorsalis"
"cifla_m1.jpg","Cirrhilabrus flavidorsalis"
"cifla_u0.jpg","Cirrhilabrus flavidorsalis"
"cifla_u1.jpg","Cirrhilabrus flavidorsalis"
"cihum_m0.jpg","Cirrhilabrus humanni"
"cijoa_m0.jpg","Cirrhilabrus joanallenae"
